date_id,Biomass,Dam Hydro,Geothermal,Hard Coal,Lignite,Natural Gas,Non-renewable waste,Nuclear,Oil,Other fossil fuel,Other renewables,Pumped storage generation,Run-of-River Hydro,Solar,Wind offshore,Wind onshore
2022-10-01,111341.26,2642.45,499.43999999999994,57079.66,275478.73,121219.8,29811.8,96253.65,738.72,13694.900000000001,7377.75,29876.75,47002.729999999996,100605.41,131186.7,623921.96
2022-10-02,111900.65,3113.68,499.43999999999994,70306.15,246817.6,117817.5,30387.66,94214.4,738.72,13809.560000000001,7338.79,28370.25,49139.39,122975.04,145290.34,444714.07
2022-10-03,112915.5,6312.17,499.43999999999994,143763.22,262323.79,138108.48,30097.420000000002,96686.39,738.72,13295.99,7340.39,40097.75,46000.43,125339.03,61199.33,278501.4
2022-10-04,113024.56,6284.09,499.43999999999994,172671.86000000002,307981.87,140326.76,30514.54,96422.8,854.1600000000001,10720.24,7351.51,39747.0,46000.43,122645.53,108323.51,209279.16
2022-10-05,112261.71,4939.64,499.43999999999994,98730.48,256739.06,148281.32,30372.309999999998,95046.29,738.72,10949.66,7355.5,32522.0,50595.79,128060.17,129380.23,515989.7
2022-10-06,112078.86,5624.0199999999995,499.43999999999994,139289.63,286983.71,150009.82,30794.4,93606.34,738.72,11197.98,7338.0,43198.75,52282.83,127331.64,108163.82,406118.97000000003
2022-10-07,112943.87,5864.93,499.43999999999994,168252.32,306988.96,141691.27,31040.03,96587.69,2469.36,11615.230000000001,7360.26,39943.25,51609.38,126890.77,113361.91,286029.58
2022-10-08,113691.51,4628.22,499.43999999999994,114182.18,316174.26,144392.05,31247.99,96734.83,738.72,11535.7,7356.29,28404.5,48614.12,124031.19,109105.84,331991.13
2022-10-09,111976.19,3130.43,499.43999999999994,78424.96,314402.61,141187.46,27765.2,97050.07,738.72,11528.49,7387.28,23204.0,45102.52,126770.31,66003.22,223610.13
2022-10-10,110878.56,5451.2,499.43999999999994,178288.8,328756.43,167039.45,29038.4,96892.73,738.72,11682.220000000001,7373.78,32840.75,43886.68,123587.64,111936.26,307131.98
2022-10-11,110899.19,5128.18,499.43999999999994,220392.21,334537.69,252725.91999999998,25143.88,96796.79,10595.43,11542.08,7358.67,34226.25,44193.3,123183.26,57777.17,108233.53
2022-10-12,110977.87,5948.09,499.43999999999994,246612.05,324565.01,267577.09,25195.0,96782.28,738.72,11583.45,7364.25,33545.25,45778.71,123005.63,42773.14,72528.98
2022-10-13,110706.31,5681.4800000000005,499.43999999999994,239908.69,342962.08999999997,274808.03,25224.58,96665.87,762.78,11688.58,7359.46,37436.5,44693.59,115646.66,39876.8,134822.77
2022-10-14,113057.08,6100.66,499.43999999999994,200121.94,353688.3,257290.79,24676.82,96546.47,840.7,11637.52,7341.97,30304.75,47336.04,113353.23,32219.02,137308.09
2022-10-15,113483.91,2282.46,499.43999999999994,89642.37,316981.13,160904.86,23408.6,96091.31,738.72,11835.1,7338.0,18307.5,47353.81,108172.31,79279.06,273774.82
2022-10-16,111234.23999999999,1567.27,499.43999999999994,80217.82,280889.27,162055.04,22520.23,95603.38,738.72,11707.7,7338.0,25462.0,42169.19,120783.58,90574.06,276183.79
2022-10-17,110357.36,3930.14,499.43999999999994,134986.54,322077.96,222397.23,23678.1,95066.03,772.39,11832.69,7348.33,31878.25,38092.29,121687.84999999999,95067.14,282843.6
2022-10-18,113183.16,3887.02,499.43999999999994,205671.95,294332.44,285961.88,24105.94,96152.28,1146.63,11582.66,7361.05,35472.0,39039.46,116981.88,89296.49,134765.39
2022-10-19,115280.96,3668.7,499.43999999999994,151966.55,296306.66,280861.5,25238.81,96648.4,3532.4100000000003,11561.18,7365.04,35483.25,38156.24,117841.34,45960.57,171190.14
2022-10-20,115360.68,3941.09,499.43999999999994,113960.02,280728.23,178541.72,25403.36,96277.67,4133.65,11975.12,7458.2,31306.25,36323.13,116956.11,114678.93,421704.99
2022-10-21,118344.85,4550.19,499.43999999999994,122482.92,318504.25,274262.91000000003,30845.54,94613.36,738.72,12835.07,7796.64,33603.25,37387.35,97173.19,22283.0,221337.61000000002
2022-10-22,118263.11,2467.96,499.43999999999994,51004.43,273340.06,220259.01,31284.9,95693.83,738.72,12509.420000000002,7723.38,21779.75,41397.56,116503.72,52669.74,208891.54
2022-10-23,118601.98,1876.64,499.43999999999994,41444.62,261584.44999999998,183205.76,31242.62,95693.83,738.72,11578.68,7355.5,15156.25,40580.39,115342.91,68298.67,283650.91
2022-10-24,118507.83,1712.71,499.43999999999994,75024.96,237933.68,197036.95,31226.1,95693.83,738.72,11795.19,7357.88,24003.5,41828.76,105618.62,119733.78,608217.48
2022-10-25,118884.65,4251.13,499.43999999999994,59404.46,280287.34,259345.8,31011.22,95693.83,935.94,13179.05,8002.84,33402.0,55044.7,118073.18,95591.47,314240.5
2022-10-26,118957.1,4307.93,499.43999999999994,58307.28,345246.07,253978.52,30527.99,95693.83,924.41,12573.91,7784.66,26325.0,50558.47,114867.15000000001,75894.28,199828.53
2022-10-27,119002.22,3567.05,499.43999999999994,54718.72,339036.02,190966.84,29033.77,95693.83,783.95,12002.24,7380.95,27154.75,50176.6,118967.25,96276.8,257902.6
2022-10-28,118735.83,4263.04,499.43999999999994,48992.979999999996,324282.07,183916.65,29633.45,95693.83,1166.8200000000002,12417.02,7365.82,25681.25,47755.91,114214.84999999999,69295.26,343498.4
2022-10-29,118727.84,2029.8999999999999,499.43999999999994,42288.93,286166.86,186432.89,29050.28,85644.81,738.72,14043.76,8034.6900000000005,21804.25,46058.94,113053.52,33387.98,136070.05
2022-10-30,118957.38,2785.49,499.43999999999994,38574.83,298879.09,170828.91,29500.8,75394.44,738.72,15158.39,6177.86,28994.75,43212.9,116830.01,31177.940000000002,130948.36
2022-10-31,119322.31999999999,4010.54,499.43999999999994,54817.29,306862.9,233793.47,29477.78,91738.18,738.72,18265.3,9641.49,33726.25,45389.96,112998.23,51394.18,143697.96
2022-11-01,118799.29,2862.83,499.43999999999994,54410.87,232326.37,146559.1,28605.51,93795.23,738.72,18340.93,8509.23,25141.375,42699.6,64805.284999999996,136978.89,473661.2
2022-11-02,119815.68000000001,2245.47,499.43999999999994,72196.85,272415.91,179961.03,27266.989999999998,96165.29,999.44,16656.94,8581.67,34001.875,39186.28,66825.84,129913.92,549264.74
2022-11-03,121075.0,3181.05,499.43999999999994,56575.85,311495.99,181657.39,29562.76,96168.24,1947.97,19102.9,8817.380000000001,26603.5,40166.34,62506.495,129458.02,484392.43
2022-11-04,121775.73,4614.88,499.43999999999994,149493.26,343317.86,221987.19,29220.58,96413.57,738.72,20148.34,9084.85,40549.375,45191.15,52930.085,117565.93,247294.53999999998
2022-11-05,121749.94,1427.34,499.43999999999994,92655.25,311185.555,178506.89,28735.47,96541.77,738.72,18489.83,8493.289999999999,19053.75,43287.53,61026.13,97752.24,271042.06
2022-11-06,121709.93000000001,2270.47,499.43999999999994,107829.1,331790.795,153608.26,29203.3,96316.37,738.72,14062.85,7825.24,27045.0,39125.71,63003.19,109972.36,508444.42
2022-11-07,120951.47,1508.77,499.43999999999994,109333.85,278407.85,178535.41,29559.25,95561.69,738.72,18350.46,8705.06,34974.25,38540.9,61054.305,113845.81,579064.28
2022-11-08,121817.75,2864.18,499.43999999999994,110677.45,256664.71,183351.84,26913.32,95753.54,738.72,19489.06,9361.19,32237.125,37450.99,64186.52,117691.29,534435.19
2022-11-09,121118.36,3803.51,499.43999999999994,114640.31,292497.5,178221.9,26882.19,95283.87,738.72,18891.09,9057.03,35010.625,38739.02,57603.05,124348.91,545080.82
2022-11-10,120711.36,3526.69,499.43999999999994,128937.23,307387.82,175443.65,27351.95,95299.37,738.72,19420.6,8906.52,35927.875,41996.38,62474.04,143300.18,457526.99
2022-11-11,122151.14,4462.42,499.43999999999994,135055.24,335661.61,174488.46,26203.97,95841.81999999999,738.72,18602.63,8978.23,34287.08,40001.07,62160.095,144265.86,353831.73
2022-11-12,122399.62,5532.295,499.43999999999994,163704.45,374104.52,154317.67,25141.16,95986.9,738.72,18865.649999999998,9726.69,32342.5,39080.56,59691.72,30651.1,91429.99
2022-11-13,122045.24,3856.9,499.43999999999994,160064.23,356359.8,151727.14,26271.73,95692.58,738.72,14749.929999999998,9631.2,18249.0,37076.979999999996,61465.11,48021.770000000004,240685.86
2022-11-14,120542.46,4344.89,499.43999999999994,196715.96,383011.05,217493.2,27543.59,95512.97,861.86,16199.1,9181.23,32964.625,35979.21,59587.61,102964.23,353036.43
2022-11-15,120717.05,3970.17,499.43999999999994,239050.6,382590.88,184112.53,27543.59,94950.36,4148.07,15592.41,8377.039999999999,31059.25,39452.17,60393.14,97830.06999999999,285321.2
2022-11-16,118794.13,4882.635,499.43999999999994,187880.95,360353.69,208613.37,27543.59,94761.01,7747.87,13892.48,8849.23,37560.75,39185.25,42591.155,115682.63,442686.68
2022-11-17,117411.79,4185.42,499.43999999999994,188670.49,276850.49,187879.65,27003.88,94489.72,5812.33,14149.66,8838.06,32376.875,37482.88,32184.09,75563.25,679863.76
2022-11-18,117422.59,3496.74,499.43999999999994,249591.33000000002,368042.65,207910.35,27657.940000000002,94575.84999999999,738.72,17598.05,9641.460000000001,40504.125,38187.43,29865.44,120693.24,321505.79
2022-11-19,117649.3,2709.54,499.43999999999994,264156.6,360227.04,172622.22,26370.190000000002,94867.92,738.72,18163.37,9838.12,31134.375,41579.94,52107.635,61148.55,137111.05
2022-11-20,118410.64,1979.98,499.43999999999994,249946.8,358263.88,156061.69,27350.42,94465.76,738.72,16343.17,9849.26,20822.125,37395.22,46918.11,20746.14,151959.86
2022-11-21,117643.12,3287.835,499.43999999999994,233645.83,369715.49,241461.27,27838.25,94189.91,7877.75,22836.36,10470.32,38728.75,37201.9,55721.49,54583.65,222998.35
2022-11-22,118189.33,2878.93,499.43999999999994,212699.8,356117.83,213649.44,28471.37,93652.04,10752.22,22631.73,10647.82,41737.375,41015.66,32779.51,147066.74,363866.62
2022-11-23,120498.87,1583.7,499.43999999999994,232402.25,363579.28,208809.63,30768.65,93379.5,10603.119999999999,21013.04,10244.13,25352.375,42615.43,58108.305,119723.39,346067.66
2022-11-24,119516.75,3093.13,499.43999999999994,239674.89,369163.48,227520.64,30510.7,92977.31,7381.36,21702.52,10416.93,38711.625,43200.91,48111.93,94641.62,261106.13
2022-11-25,119935.36,2105.91,499.43999999999994,302159.54,325608.6,241182.23,31583.61,92970.83,738.72,21028.14,10100.84,32561.5,42641.1,52928.46,83869.17,232158.75
2022-11-26,119514.95,2004.25,499.43999999999994,312535.06,337953.04,180849.0,31232.23,92742.7,994.62,16986.6,8530.73,26537.5,39620.53,47809.52,56738.31,151222.38
2022-11-27,119657.05,2304.7,499.43999999999994,202685.98,312454.2,180101.5,29967.54,92616.06,738.72,14928.39,8469.44,20400.25,36148.93,54299.35,113908.77,314712.8
2022-11-28,119340.1,3864.77,499.43999999999994,289182.41,349392.06,295323.02,28643.010000000002,89472.82,19617.04,19950.08,9754.52,40992.625,35766.02,23163.64,80481.36,285481.94
2022-11-29,119451.3,3539.69,499.43999999999994,336372.25,370577.8,370461.8,27070.375,92160.63,15922.960000000001,26446.45,12359.74,37593.625,40471.9,15700.84,26693.98,73019.78
2022-11-30,119634.12,4729.16,499.43999999999994,347604.18,381301.39,389541.76,26573.89,91955.81999999999,11760.44,25558.64,12013.35,39254.25,42434.77,18688.95,28401.37,62846.22
2022-12-01,117513.63,3757.32,499.43999999999994,344474.65,385727.18,389995.02,29805.66,89818.35,11365.07,26481.44,12248.26,41302.25,39411.08,17216.9,36289.63,67873.8
2022-12-02,119134.56,3114.68,499.43999999999994,329445.81,360377.06,346157.81,29184.07,90246.27,9563.21,27534.91,12737.9,20512.75,37509.53,8656.37,110650.81,201510.52
2022-12-03,119965.25,1242.51,499.43999999999994,296090.48,321662.06,312562.39,29030.69,86922.15,6550.1900000000005,25870.8,12527.740000000002,26713.75,34868.46,8434.98,129785.79000000001,153033.14
2022-12-04,119455.89,1806.14,499.43999999999994,271014.01,316874.71,302883.72,27995.46,86291.61,11193.83,25814.28,12645.56,15356.0,31050.59,11699.210000000001,120457.20999999999,187175.59
2022-12-05,118375.01,3825.09,499.43999999999994,300203.33999999997,384708.56,354682.37,29239.81,89795.09,15611.34,26567.47,11866.03,38646.75,32974.4,9425.91,113222.19,125469.52
2022-12-06,117724.06,3315.2,499.43999999999994,326065.54,380586.49,385028.32,26115.66,89606.75,13949.91,27650.32,12374.050000000001,36585.5,36870.31,15370.78,54711.25,107624.02
2022-12-07,117405.04,2519.59,499.43999999999994,305267.89,363817.34,361871.82,28852.33,86234.68,30899.39,27585.829999999998,12580.34,27989.5,35050.85,30815.870000000003,92525.86,298404.8
2022-12-08,116192.91,2854.96,499.43999999999994,340472.04,377720.26,378192.01,29107.22,88865.78,16092.3,27975.969999999998,12503.04,31473.0,32991.82,28170.94,28210.89,152204.5
2022-12-09,119604.97,2937.76,499.43999999999994,313511.0,366024.82,398434.46,28404.09,87577.19,18590.62,28588.25,12719.71,39504.25,36605.09,22249.95,54513.65,58005.69
2022-12-10,122120.04000000001,1185.38,499.43999999999994,316659.1,340980.0,353723.11,28828.11,89653.95,738.72,28606.59,12723.67,19918.75,34279.87,15353.88,45266.69,36749.06
2022-12-11,121752.76000000001,1353.06,499.43999999999994,311573.15,351687.57,339256.58,28663.57,89952.98000000001,738.72,28597.77,12666.28,22997.25,31594.33,12340.25,50769.32,35686.270000000004
2022-12-12,120299.5,4318.87,499.43999999999994,331579.41,386764.47000000003,412897.82,28986.47,89694.19,14543.5,28293.69,12602.59,40742.5,32403.61,26930.71,40301.08,75412.75
2022-12-13,120253.08,4202.53,499.43999999999994,329256.99,388773.35,440485.72,27954.3,89443.82,12236.599999999999,28908.35,12600.19,40342.25,34941.67,27774.07,74747.81999999999,156967.37
2022-12-14,121130.99,4457.78,499.43999999999994,319331.27999999997,392914.6,430230.71,27317.75,89158.57,20343.35,26307.11,10917.800000000001,43933.25,36900.09,16663.05,71165.67,151123.95
2022-12-15,121298.36,4030.73,499.43999999999994,286957.86,371966.09,431425.41,27801.34,88878.98,18125.97,23627.0,9733.83,36967.5,37576.6,22229.05,81547.18000000001,163378.25
2022-12-16,121902.64,3096.57,499.43999999999994,293521.44,376428.44,428235.74,27477.65,88652.42,9656.53,24492.5,9839.710000000001,35443.75,39348.83,17585.04,30665.0,71115.88
2022-12-17,122190.44,3448.66,499.43999999999994,263359.21,364069.02,333353.13,27615.65,88475.51,2337.58,24176.39,9900.99,25909.75,35828.27,16533.190000000002,115367.01,82138.39
2022-12-18,122146.61,2274.58,499.43999999999994,220512.22,312669.87,236141.35,27591.8,88030.32,738.72,20773.38,9920.84,17417.25,32408.05,18080.65,115958.3,330680.7
2022-12-19,119791.16,2631.52,499.43999999999994,171089.24,286673.67,286974.98,28125.39,87654.65,738.72,19777.33,9640.58,27377.0,32088.46,6983.56,135594.39,589742.2
2022-12-20,120980.86,2161.65,499.43999999999994,174004.97,274258.05,275294.38,27145.14,87239.91,3763.24,17595.64,9437.58,32060.75,33227.95,12674.34,111315.89,577475.41
2022-12-21,121151.59,1480.68,499.43999999999994,199075.03,316086.54,237325.22,26975.239999999998,86895.45,738.72,21046.46,9652.57,23549.0,34526.25,15108.08,96754.88,366550.8
2022-12-22,121146.95,1991.24,499.43999999999994,164359.7,319739.85,193941.13,28939.2,86388.77,738.72,24853.989999999998,11194.84,21858.25,36140.05,20325.22,97179.89,415848.56
2022-12-23,122492.98,1476.95,499.43999999999994,158961.58000000002,318368.64,217145.95,29359.77,85884.17,738.72,26118.36,11530.9,35290.5,45544.98,13216.349999999999,37899.78,291781.62
2022-12-24,122117.19,1457.08,499.43999999999994,70385.67,294979.84,161016.61000000002,29799.54,85686.31,738.72,21411.16,10260.11,32046.5,54531.04,27075.079999999998,51256.22,375268.69
2022-12-25,122020.23,1550.51,499.43999999999994,56911.58,238507.26,149946.63,30114.760000000002,85593.89,738.72,16574.09,8443.08,29635.0,49207.15,27299.94,78758.0,303042.99
2022-12-26,120495.77,1545.71,499.43999999999994,83630.46,330308.96,142937.46,29610.02,85117.23,738.72,16437.18,8354.7,20346.75,45026.2,16938.09,120323.31,603719.03
2022-12-27,119987.7,2477.86,499.43999999999994,96980.27,294454.08,150779.89,29373.98,85339.05,738.72,16619.46,8400.09,32533.5,46956.88,26742.079999999998,138701.47,564592.84
2022-12-28,120384.09,2386.48,499.43999999999994,65248.52,330308.96,147411.64,28476.36,84714.25,738.72,16587.57,8385.02,32488.25,45581.25,30393.0,142419.54,706565.65
2022-12-29,119032.69,2092.55,499.43999999999994,85185.71,330308.96,143973.16,27395.76,83989.06,738.72,15983.33,8323.66,32625.75,42309.48,30866.600000000002,108914.09,746972.48
2022-12-30,118761.85,1402.33,499.43999999999994,77530.18000000001,330308.96,141077.43,27213.93,83318.77,738.72,16021.6,8332.4,29884.5,42142.86,25104.73,121991.55,581159.22
2022-12-31,118588.8,1309.6,502.40999999999997,51225.84,330308.96,138249.43,27211.24,84308.53,738.72,15091.54,7907.22,21993.25,38379.03,25272.18,99557.7,687937.86
